Entity,Code,Year,Share of global annual CO₂ emissions,Share of world population,World Bank's income classification
Guyana,GUY,1998,0.007522847,0.012711628,Lower-middle-income countries
Guyana,GUY,1999,0.007371127,0.012555234,Lower-middle-income countries
Guyana,GUY,2000,0.006851,0.012392641,Lower-middle-income countries
Guyana,GUY,2001,0.0067845797,0.012222091,Lower-middle-income countries
Guyana,GUY,2002,0.006525709,0.012049377,Lower-middle-income countries
Guyana,GUY,2003,0.006713705,0.011885732,Lower-middle-income countries
Guyana,GUY,2004,0.0067310347,0.011723508,Lower-middle-income countries
Guyana,GUY,2005,0.0054685837,0.011551958,Lower-middle-income countries
Guyana,GUY,2006,0.004928655,0.011376504,Lower-middle-income countries
Guyana,GUY,2007,0.005646818,0.01120082,Lower-middle-income countries
Guyana,GUY,2008,0.0053233565,0.011025198,Lower-middle-income countries
Guyana,GUY,2009,0.006052085,0.010848411,Lower-middle-income countries
Guyana,GUY,2010,0.00565705,0.010670558,Lower-middle-income countries
Guyana,GUY,2011,0.0056811073,0.010493123,Lower-middle-income countries
Guyana,GUY,2012,0.0056006825,0.010363505,Lower-middle-income countries
Guyana,GUY,2013,0.005397141,0.010285824,Lower-middle-income countries
Guyana,GUY,2014,0.005562809,0.010217681,Lower-middle-income countries
Guyana,GUY,2015,0.0056583583,0.010157095,Upper-middle-income countries
Guyana,GUY,2016,0.0067049777,0.010101826,Upper-middle-income countries
Guyana,GUY,2017,0.0064651896,0.010051287,Upper-middle-income countries
Guyana,GUY,2018,0.0068144216,0.010240271,Upper-middle-income countries
Guyana,GUY,2019,0.007427128,0.010339734,Upper-middle-income countries
Guyana,GUY,2020,0.009567095,0.0102382,Upper-middle-income countries
Guyana,GUY,2021,0.009681269,0.010251924,Upper-middle-income countries
Guyana,GUY,2022,0.009725969,0.0102430405,High-income countries
Guyana,GUY,2023,0.009380584,0.010212396,High-income countries
Guyana,GUY,-10000,,0.00011108267,
Guyana,GUY,-9000,,0.00017583577,
Guyana,GUY,-8000,,0.0002734249,
Guyana,GUY,-7000,,0.0004247955,
Guyana,GUY,-6000,,0.0006250796,
Guyana,GUY,-5000,,0.00087180326,
Guyana,GUY,-4000,,0.0011608094,
Guyana,GUY,-3000,,0.0015052309,
Guyana,GUY,-2000,,0.0018463215,
Guyana,GUY,-1000,,0.0024282897,
Guyana,GUY,0,,0.0023111152,
Guyana,GUY,100,,0.0028306004,
Guyana,GUY,200,,0.0034839362,
Guyana,GUY,300,,0.0046046856,
Guyana,GUY,400,,0.0054229056,
Guyana,GUY,500,,0.006465774,
Guyana,GUY,600,,0.0075394195,
Guyana,GUY,700,,0.009197184,
Guyana,GUY,800,,0.011193892,
Guyana,GUY,900,,0.012855838,
Guyana,GUY,1000,,0.015457736,
Guyana,GUY,1100,,0.01382292,
Guyana,GUY,1200,,0.0134936385,
Guyana,GUY,1300,,0.01534253,
Guyana,GUY,1400,,0.018086893,
Guyana,GUY,1500,,0.017890826,
Guyana,GUY,1600,,0.017436871,
Guyana,GUY,1700,,0.016753353,
Guyana,GUY,1710,,0.016911663,
Guyana,GUY,1720,,0.016891172,
Guyana,GUY,1730,,0.017096438,
Guyana,GUY,1740,,0.017111542,
Guyana,GUY,1750,,0.016711464,
Guyana,GUY,1760,,0.016730374,
Guyana,GUY,1770,,0.016686726,
Guyana,GUY,1780,,0.016065018,
Guyana,GUY,1790,,0.016092133,
Guyana,GUY,1800,,0.01738772,
Guyana,GUY,1810,,0.016136533,
Guyana,GUY,1820,,0.015339844,
Guyana,GUY,1830,,0.011117174,
Guyana,GUY,1840,,0.008364507,
Guyana,GUY,1850,,0.009877129,
Guyana,GUY,1860,,0.011031028,
Guyana,GUY,1870,,0.014217051,
Guyana,GUY,1880,,0.017250804,
Guyana,GUY,1890,,0.01764066,
Guyana,GUY,1900,,0.017808372,
Guyana,GUY,1910,,0.016452273,
Guyana,GUY,1920,,0.01532987,
Guyana,GUY,1930,,0.014409425,
Guyana,GUY,1940,,0.014559021,
Guyana,GUY,2024,,0.010182502,
Guyana,GUY,2025,,0.010155871,
Guyana,GUY,2026,,0.010130377,
Guyana,GUY,2027,,0.010108871,
Guyana,GUY,2028,,0.010088947,
Guyana,GUY,2029,,0.0100672385,
Guyana,GUY,2030,,0.010048202,
Guyana,GUY,2031,,0.010030982,
Guyana,GUY,2032,,0.010016325,
Guyana,GUY,2033,,0.010002375,
Guyana,GUY,2034,,0.009986961,
Guyana,GUY,2035,,0.009970952,
Guyana,GUY,2036,,0.009952595,
Guyana,GUY,2037,,0.009934945,
Guyana,GUY,2038,,0.009919146,
Guyana,GUY,2039,,0.009903849,
Guyana,GUY,2040,,0.0098888,
Guyana,GUY,2041,,0.009875468,
Guyana,GUY,2042,,0.009862235,
Guyana,GUY,2043,,0.009847053,
Guyana,GUY,2044,,0.009831112,
Guyana,GUY,2045,,0.009813542,
Guyana,GUY,2046,,0.009796541,
Guyana,GUY,2047,,0.00978013,
Guyana,GUY,2048,,0.009763907,
Guyana,GUY,2049,,0.009748385,
Guyana,GUY,2050,,0.009732742,
Guyana,GUY,2051,,0.009714894,
Guyana,GUY,2052,,0.009697047,
Guyana,GUY,2053,,0.00968312,
Guyana,GUY,2054,,0.009668946,
Guyana,GUY,2055,,0.009652174,
Guyana,GUY,2056,,0.009633446,
Guyana,GUY,2057,,0.009616097,
Guyana,GUY,2058,,0.009601683,
Guyana,GUY,2059,,0.009589588,
Guyana,GUY,2060,,0.009578604,
Guyana,GUY,2061,,0.0095659075,
Guyana,GUY,2062,,0.00955253,
Guyana,GUY,2063,,0.0095378505,
Guyana,GUY,2064,,0.009521046,
Guyana,GUY,2065,,0.009503646,
Guyana,GUY,2066,,0.00948666,
Guyana,GUY,2067,,0.009469863,
Guyana,GUY,2068,,0.009452796,
Guyana,GUY,2069,,0.009433513,
Guyana,GUY,2070,,0.009413134,
Guyana,GUY,2071,,0.009393051,
Guyana,GUY,2072,,0.009371174,
Guyana,GUY,2073,,0.00934861,
Guyana,GUY,2074,,0.009327536,
Guyana,GUY,2075,,0.009307471,
Guyana,GUY,2076,,0.0092864735,
Guyana,GUY,2077,,0.00926509,
Guyana,GUY,2078,,0.009243323,
Guyana,GUY,2079,,0.009221328,
Guyana,GUY,2080,,0.009198442,
Guyana,GUY,2081,,0.009176436,
Guyana,GUY,2082,,0.00915459,
Guyana,GUY,2083,,0.009132903,
Guyana,GUY,2084,,0.009111675,
Guyana,GUY,2085,,0.009088243,
Guyana,GUY,2086,,0.009063589,
Guyana,GUY,2087,,0.009040072,
Guyana,GUY,2088,,0.009017008,
Guyana,GUY,2089,,0.008992754,
Guyana,GUY,2090,,0.008969003,
Guyana,GUY,2091,,0.008946838,
Guyana,GUY,2092,,0.008924062,
Guyana,GUY,2093,,0.008900834,
Guyana,GUY,2094,,0.008877181,
Guyana,GUY,2095,,0.008853212,
Guyana,GUY,2096,,0.008829407,
Guyana,GUY,2097,,0.008806604,
Guyana,GUY,2098,,0.008782919,
Guyana,GUY,2099,,0.008757287,
Guyana,GUY,2100,,0.008732219,
Haiti,HTI,1870,0,0.086540684,
Haiti,HTI,1871,0.000058443955,,
Haiti,HTI,1872,0.00012393783,,
Haiti,HTI,1873,0.000067713976,,
Haiti,HTI,1874,0.00009019152,,
Haiti,HTI,1875,0.0000726821,,
Haiti,HTI,1876,0.00003373963,,
Haiti,HTI,1877,0.0003894705,,
Haiti,HTI,1878,0.00067582657,,
Haiti,HTI,1879,0.00024980443,,
Haiti,HTI,1880,0.0001604791,0.09096546,
Haiti,HTI,1881,0.00017816017,,
Haiti,HTI,1882,0.00013509073,,
Haiti,HTI,1883,0.00010666511,,
Haiti,HTI,1884,0.00014334825,,
Haiti,HTI,1885,0.00013823011,,
Haiti,HTI,1886,0.000049679762,,
Haiti,HTI,1887,0.0000063669145,,
Haiti,HTI,1888,0.00031803752,,
Haiti,HTI,1889,0.0005923349,,
Haiti,HTI,1890,0.0008799998,0.093458064,
Haiti,HTI,1891,0.00082174526,,
Haiti,HTI,1892,0.0003784582,,
Haiti,HTI,1893,0.00027574008,,
Haiti,HTI,1894,0.00091106625,,
Haiti,HTI,1895,0.00081237854,,
Haiti,HTI,1896,0.0012021409,,
Haiti,HTI,1897,0.00090430083,,
Haiti,HTI,1898,0.0005943278,,
Haiti,HTI,1899,0.0004362539,,
Haiti,HTI,1900,0.00032312158,0.09678717,
Haiti,HTI,1901,0.00036102423,,
Haiti,HTI,1902,0.00034278,,
Haiti,HTI,1903,0.00019004916,,
Haiti,HTI,1904,0.000080742844,,
Haiti,HTI,1905,0.00016839949,,
Haiti,HTI,1906,0.00018042937,,
Haiti,HTI,1907,0.00020428748,,
Haiti,HTI,1908,0.00025559225,,
Haiti,HTI,1909,0.0002828172,,
Haiti,HTI,1910,0.00043058154,0.104626246,
Haiti,HTI,1911,0.00050836575,,
Haiti,HTI,1912,0.0006626876,,
Haiti,HTI,1913,0.00048203729,,
Haiti,HTI,1914,0.00018245736,,
Haiti,HTI,1915,0.000068019486,,
Haiti,HTI,1916,0.000028567443,,
Haiti,HTI,1917,0.000100193385,,
Haiti,HTI,1918,0.000067577486,,
Haiti,HTI,1919,3.2961535e-7,,
Haiti,HTI,1920,3.6745615e-7,0.11493766,
Haiti,HTI,1921,0.0000061812175,,
Haiti,HTI,1922,2.458163e-7,,
Haiti,HTI,1923,0.00019833648,,
Haiti,HTI,1924,0.000017932487,,
Haiti,HTI,1925,0.000010212174,,
Haiti,HTI,1926,0.000010387753,,
Haiti,HTI,1927,0.000007600399,,
Haiti,HTI,1928,0.000019192697,,
Haiti,HTI,1929,0.000008908143,,
Haiti,HTI,1930,0.0000019453798,0.12013078,
Haiti,HTI,1931,0.0000065266768,,
Haiti,HTI,1932,0.0000119652,,
Haiti,HTI,1933,0.000002289838,,
Haiti,HTI,1934,0.0000010393342,,
Haiti,HTI,1935,0.000002007434,,
Haiti,HTI,1936,0.0000018298781,,
Haiti,HTI,1937,0.000001712361,,
Haiti,HTI,1938,0.0000018204948,,
Haiti,HTI,1939,0.0000025726295,,
Haiti,HTI,1940,0.0000031527247,0.1233983,
Haiti,HTI,1941,0.0000015402795,,
Haiti,HTI,1942,7.626657e-7,,
Haiti,HTI,1943,0.0000015171597,,
Haiti,HTI,1944,7.360794e-7,,
Haiti,HTI,1945,0.000003590319,,
Haiti,HTI,1946,0.0000020613872,,
Haiti,HTI,1947,0.0000018392299,,
Haiti,HTI,1948,6.9751843e-7,,
Haiti,HTI,1949,0.0000014796211,,
Haiti,HTI,1950,0.0019172737,0.13099055,
Haiti,HTI,1951,0.002066998,0.13066667,
Haiti,HTI,1952,0.0022661136,0.13026929,
Haiti,HTI,1953,0.0023688877,0.12982942,
Haiti,HTI,1954,0.0031839616,0.12939978,
Haiti,HTI,1955,0.0035915736,0.1289588,
Haiti,HTI,1956,0.0033261364,0.12859681,
Haiti,HTI,1957,0.0030870747,0.12822683,
Haiti,HTI,1958,0.0032629783,0.12787333,
Haiti,HTI,1959,0.0028534825,0.12777328,
Haiti,HTI,1960,0.0030423317,0.12795508,
Haiti,HTI,1961,0.0031503418,0.1281959,
Haiti,HTI,1962,0.0031175239,0.12811714,
Haiti,HTI,1963,0.0024247542,0.1275701,
Haiti,HTI,1964,0.0027734395,0.12701063,
Haiti,HTI,1965,0.0026871606,0.12666908,
Haiti,HTI,1966,0.0025623539,0.1263982,
Haiti,HTI,1967,0.002124599,0.12618725,
Haiti,HTI,1968,0.0020428067,0.12595464,
Haiti,HTI,1969,0.0022881916,0.12569009,
Haiti,HTI,1970,0.0025805677,0.12545393,
Haiti,HTI,1971,0.002597696,0.12529023,
Haiti,HTI,1972,0.002414365,0.12520075,
Haiti,HTI,1973,0.002463633,0.12514636,
Haiti,HTI,1974,0.0027751983,0.12515724,
Haiti,HTI,1975,0.0028325282,0.12526229,
Haiti,HTI,1976,0.0037366047,0.12543543,
Haiti,HTI,1977,0.0038064644,0.12564372,
Haiti,HTI,1978,0.003936386,0.1258727,
Haiti,HTI,1979,0.0038242652,0.12607394,
Haiti,HTI,1980,0.0038231271,0.1262363,
Haiti,HTI,1981,0.003989549,0.12638567,
Haiti,HTI,1982,0.004330978,0.12651965,
Haiti,HTI,1983,0.0046652914,0.12669118,
Haiti,HTI,1984,0.0045967028,0.12691373,
Haiti,HTI,1985,0.004576233,0.12715013,
Haiti,HTI,1986,0.0040272786,0.12739068,
Haiti,HTI,1987,0.004229599,0.12763263,Low-income countries
Haiti,HTI,1988,0.004562658,0.12792999,Low-income countries
Haiti,HTI,1989,0.0045702267,0.12828006,Low-income countries
Haiti,HTI,1990,0.004377656,0.12865423,Low-income countries
Haiti,HTI,1991,0.004210009,0.12909757,Low-income countries
Haiti,HTI,1992,0.003944048,0.12961477,Low-income countries
Haiti,HTI,1993,0.0030067035,0.13016406,Low-income countries
Haiti,HTI,1994,0.0007967661,0.13073227,Low-income countries
Haiti,HTI,1995,0.0037212856,0.13131985,Low-income countries
Haiti,HTI,1996,0.004198965,0.13193233,Low-income countries
Haiti,HTI,1997,0.005525601,0.13256684,Low-income countries
Haiti,HTI,1998,0.0050805598,0.13321221,Low-income countries
Haiti,HTI,1999,0.005115562,0.13386917,Low-income countries
Haiti,HTI,2000,0.006405757,0.13453582,Low-income countries
Haiti,HTI,2001,0.0057234736,0.13518788,Low-income countries
Haiti,HTI,2002,0.006793941,0.13581592,Low-income countries
Haiti,HTI,2003,0.006144613,0.13643955,Low-income countries
Haiti,HTI,2004,0.0057696486,0.13700983,Low-income countries
Haiti,HTI,2005,0.005822638,0.13756362,Low-income countries
Haiti,HTI,2006,0.0057203188,0.13814935,Low-income countries
Haiti,HTI,2007,0.0056205005,0.13871352,Low-income countries
Haiti,HTI,2008,0.0054892623,0.13924818,Low-income countries
Haiti,HTI,2009,0.005986639,0.13976507,Low-income countries
Haiti,HTI,2010,0.006406144,0.13961369,Low-income countries
Haiti,HTI,2011,0.006587243,0.13943201,Low-income countries
Haiti,HTI,2012,0.0064690844,0.13983455,Low-income countries
Haiti,HTI,2013,0.007666071,0.14018999,Low-income countries
Haiti,HTI,2014,0.0076293875,0.14052804,Low-income countries
Haiti,HTI,2015,0.00751494,0.14086421,Low-income countries
Haiti,HTI,2016,0.008412762,0.14118387,Low-income countries
Haiti,HTI,2017,0.008722554,0.14148965,Low-income countries
Haiti,HTI,2018,0.009274537,0.14181773,Low-income countries
Haiti,HTI,2019,0.0084306,0.14216805,Low-income countries
Haiti,HTI,2020,0.009218198,0.14256175,Lower-middle-income countries
Haiti,HTI,2021,0.009417025,0.14299661,Lower-middle-income countries
Haiti,HTI,2022,0.009065694,0.1434113,Lower-middle-income countries
Haiti,HTI,2023,0.009319607,0.14381838,Lower-middle-income countries
Haiti,HTI,-8000,,0.000013671244,
Haiti,HTI,-7000,,0.000031082596,
Haiti,HTI,-6000,,0.000052717554,
Haiti,HTI,-5000,,0.000073085306,
Haiti,HTI,-4000,,0.00009702287,
Haiti,HTI,-3000,,0.00012786611,
Haiti,HTI,-2000,,0.00015684102,
Haiti,HTI,-1000,,0.00020627797,
Haiti,HTI,0,,0.00019632422,
Haiti,HTI,100,,0.0002889659,
Haiti,HTI,200,,0.00042656204,
Haiti,HTI,300,,0.0006767592,
Haiti,HTI,400,,0.00095656957,
Haiti,HTI,500,,0.0013686098,
Haiti,HTI,600,,0.001915042,
Haiti,HTI,700,,0.0028033447,
Haiti,HTI,800,,0.004094516,
Haiti,HTI,900,,0.00564307,
Haiti,HTI,1000,,0.008142208,
Haiti,HTI,1100,,0.009928877,
Haiti,HTI,1200,,0.013326991,
Haiti,HTI,1300,,0.019482384,
Haiti,HTI,1400,,0.03014475,
Haiti,HTI,1500,,0.039757393,
Haiti,HTI,1600,,0.007700704,
Haiti,HTI,1700,,0.008343845,
Haiti,HTI,1710,,0.010049745,
Haiti,HTI,1720,,0.011976678,
Haiti,HTI,1730,,0.014464004,
Haiti,HTI,1740,,0.017273456,
Haiti,HTI,1750,,0.020128524,
Haiti,HTI,1760,,0.024044251,
Haiti,HTI,1770,,0.028614236,
Haiti,HTI,1780,,0.032869924,
Haiti,HTI,1790,,0.039285902,
Haiti,HTI,1800,,0.052361924,
Haiti,HTI,1810,,0.058454085,
Haiti,HTI,1820,,0.06746416,
Haiti,HTI,1830,,0.068681434,
Haiti,HTI,1840,,0.07109682,
Haiti,HTI,1850,,0.07295333,
Haiti,HTI,1860,,0.07768143,
Haiti,HTI,2024,,0.14423671,
Haiti,HTI,2025,,0.14463864,
Haiti,HTI,2026,,0.14501843,
Haiti,HTI,2027,,0.14538974,
Haiti,HTI,2028,,0.14576097,
Haiti,HTI,2029,,0.14612517,
Haiti,HTI,2030,,0.14648359,
Haiti,HTI,2031,,0.14683591,
Haiti,HTI,2032,,0.14718188,
Haiti,HTI,2033,,0.14751992,
Haiti,HTI,2034,,0.14784823,
Haiti,HTI,2035,,0.14816758,
Haiti,HTI,2036,,0.14847837,
Haiti,HTI,2037,,0.14878224,
Haiti,HTI,2038,,0.14908172,
Haiti,HTI,2039,,0.14937201,
Haiti,HTI,2040,,0.14965193,
Haiti,HTI,2041,,0.14993027,
Haiti,HTI,2042,,0.15020634,
Haiti,HTI,2043,,0.15047508,
Haiti,HTI,2044,,0.1507357,
Haiti,HTI,2045,,0.15099065,
Haiti,HTI,2046,,0.15124129,
Haiti,HTI,2047,,0.15148842,
Haiti,HTI,2048,,0.15173441,
Haiti,HTI,2049,,0.15197717,
Haiti,HTI,2050,,0.15221745,
Haiti,HTI,2051,,0.15245253,
Haiti,HTI,2052,,0.15267415,
Haiti,HTI,2053,,0.15288207,
Haiti,HTI,2054,,0.15307651,
Haiti,HTI,2055,,0.15325657,
Haiti,HTI,2056,,0.1534215,
Haiti,HTI,2057,,0.1535748,
Haiti,HTI,2058,,0.15371759,
Haiti,HTI,2059,,0.15384284,
Haiti,HTI,2060,,0.15394607,
Haiti,HTI,2061,,0.15402927,
Haiti,HTI,2062,,0.15409434,
Haiti,HTI,2063,,0.1541415,
Haiti,HTI,2064,,0.15416916,
Haiti,HTI,2065,,0.1541758,
Haiti,HTI,2066,,0.15416506,
Haiti,HTI,2067,,0.15413822,
Haiti,HTI,2068,,0.15409228,
Haiti,HTI,2069,,0.15402919,
Haiti,HTI,2070,,0.15394992,
Haiti,HTI,2071,,0.153858,
Haiti,HTI,2072,,0.15375698,
Haiti,HTI,2073,,0.15364511,
Haiti,HTI,2074,,0.15352422,
Haiti,HTI,2075,,0.1533967,
Haiti,HTI,2076,,0.15326472,
Haiti,HTI,2077,,0.15312855,
Haiti,HTI,2078,,0.15298575,
Haiti,HTI,2079,,0.1528395,
Haiti,HTI,2080,,0.15268894,
Haiti,HTI,2081,,0.15253226,
Haiti,HTI,2082,,0.15237215,
Haiti,HTI,2083,,0.15220967,
Haiti,HTI,2084,,0.15204239,
Haiti,HTI,2085,,0.15186861,
Haiti,HTI,2086,,0.15168895,
Haiti,HTI,2087,,0.15150444,
Haiti,HTI,2088,,0.15131596,
Haiti,HTI,2089,,0.15112081,
Haiti,HTI,2090,,0.15092166,
Haiti,HTI,2091,,0.150721,
Haiti,HTI,2092,,0.15051731,
Haiti,HTI,2093,,0.15031157,
Haiti,HTI,2094,,0.15010534,
Haiti,HTI,2095,,0.14989744,
Haiti,HTI,2096,,0.14968698,
Haiti,HTI,2097,,0.14947413,
Haiti,HTI,2098,,0.14926074,
Haiti,HTI,2099,,0.14904626,
Haiti,HTI,2100,,0.14882958,
High-income countries,,1750,100,21.845217,
High-income countries,,1751,100,,
High-income countries,,1752,100,,
High-income countries,,1753,100,,
High-income countries,,1754,100,,
High-income countries,,1755,100,,
High-income countries,,1756,100,,
High-income countries,,1757,100,,
High-income countries,,1758,100,,
High-income countries,,1759,100,,
High-income countries,,1760,100,21.597416,
High-income countries,,1761,100,,
High-income countries,,1762,100,,
High-income countries,,1763,100,,
High-income countries,,1764,100,,
High-income countries,,1765,99.99999,,
High-income countries,,1766,100.00001,,
High-income countries,,1767,100,,
High-income countries,,1768,100,,
High-income countries,,1769,100,,
High-income countries,,1770,100,21.263258,
High-income countries,,1771,99.99999,,
High-income countries,,1772,100,,
High-income countries,,1773,100,,
High-income countries,,1774,100,,
High-income countries,,1775,100,,
High-income countries,,1776,100,,
High-income countries,,1777,100,,
High-income countries,,1778,100,,
High-income countries,,1779,100,,
High-income countries,,1780,100,20.24618,
High-income countries,,1781,100,,
High-income countries,,1782,100,,
High-income countries,,1783,100,,
High-income countries,,1784,100,,
High-income countries,,1785,100,,
High-income countries,,1786,100,,
High-income countries,,1787,100,,
High-income countries,,1788,100,,
High-income countries,,1789,100,,
High-income countries,,1790,100,20.091192,
High-income countries,,1791,100,,
High-income countries,,1792,100,,
High-income countries,,1793,100.00001,,
High-income countries,,1794,100.00001,,
High-income countries,,1795,100,,
High-income countries,,1796,100,,
High-income countries,,1797,100,,
High-income countries,,1798,100.00001,,
High-income countries,,1799,100,,
High-income countries,,1800,100,20.297623,
High-income countries,,1801,100,,
High-income countries,,1802,99.99999,,
High-income countries,,1803,100,,
High-income countries,,1804,100.00001,,
High-income countries,,1805,100,,
High-income countries,,1806,100.00001,,
High-income countries,,1807,100,,
High-income countries,,1808,100,,
High-income countries,,1809,100,,
High-income countries,,1810,100,20.110321,
High-income countries,,1811,100.00001,,
High-income countries,,1812,100.00001,,
High-income countries,,1813,100,,
High-income countries,,1814,100,,
High-income countries,,1815,100.00001,,
High-income countries,,1816,99.99999,,
High-income countries,,1817,100.00001,,
High-income countries,,1818,100.00001,,
High-income countries,,1819,99.99999,,
High-income countries,,1820,100,21.5775,
High-income countries,,1821,100.00001,,
High-income countries,,1822,100,,
High-income countries,,1823,100.00001,,
High-income countries,,1824,100,,
High-income countries,,1825,100.00001,,
High-income countries,,1826,100.00001,,
High-income countries,,1827,100,,
High-income countries,,1828,99.99999,,
High-income countries,,1829,100,,
High-income countries,,1830,99.99257,21.810831,
High-income countries,,1831,99.99045,,
High-income countries,,1832,99.993546,,
High-income countries,,1833,99.99204,,
High-income countries,,1834,100.000015,,
High-income countries,,1835,99.99999,,
High-income countries,,1836,100,,
High-income countries,,1837,99.99999,,
High-income countries,,1838,100.00001,,
High-income countries,,1839,100,,
High-income countries,,1840,100,22.367762,
High-income countries,,1841,99.99999,,
High-income countries,,1842,100,,
High-income countries,,1843,100,,
High-income countries,,1844,99.999985,,
High-income countries,,1845,100,,
High-income countries,,1846,100.000015,,
High-income countries,,1847,100,,
High-income countries,,1848,100.00001,,
High-income countries,,1849,99.99999,,
High-income countries,,1850,99.97914,22.515291,
High-income countries,,1851,100.00001,,
High-income countries,,1852,100,,
High-income countries,,1853,99.999985,,
High-income countries,,1854,100,,
High-income countries,,1855,99.95216,,
High-income countries,,1856,99.74957,,
High-income countries,,1857,99.73033,,
High-income countries,,1858,99.535805,,
High-income countries,,1859,99.473694,,
High-income countries,,1860,99.478035,23.309273,
High-income countries,,1861,99.4801,,
High-income countries,,1862,99.450775,,
High-income countries,,1863,99.50508,,
High-income countries,,1864,99.461655,,
High-income countries,,1865,99.43511,,
High-income countries,,1866,99.21996,,
High-income countries,,1867,99.41417,,
High-income countries,,1868,99.41061,,
High-income countries,,1869,99.39345,,
High-income countries,,1870,99.37183,25.302376,
High-income countries,,1871,99.272766,,
High-income countries,,1872,99.289505,,
High-income countries,,1873,99.325424,,
High-income countries,,1874,99.2382,,
High-income countries,,1875,99.25723,,
High-income countries,,1876,99.228485,,
High-income countries,,1877,99.20676,,
High-income countries,,1878,98.81818,,
High-income countries,,1879,98.91431,,
High-income countries,,1880,98.935524,26.166832,
High-income countries,,1881,98.918625,,
High-income countries,,1882,98.90346,,
High-income countries,,1883,98.83019,,
High-income countries,,1884,98.76451,,
High-income countries,,1885,98.732475,,
High-income countries,,1886,98.705086,,
High-income countries,,1887,98.62416,,
High-income countries,,1888,98.66028,,
High-income countries,,1889,98.45878,,
High-income countries,,1890,98.48365,26.56773,
High-income countries,,1891,98.394104,,
High-income countries,,1892,98.18668,,
High-income countries,,1893,97.88557,,
High-income countries,,1894,97.84446,,
High-income countries,,1895,97.64746,,
High-income countries,,1896,97.562836,,
High-income countries,,1897,97.39546,,
High-income countries,,1898,97.212234,,
High-income countries,,1899,97.180084,,
High-income countries,,1900,97.24395,27.1556,
High-income countries,,1901,97.04235,,
High-income countries,,1902,97.00498,,
High-income countries,,1903,97.037,,
High-income countries,,1904,96.71133,,
High-income countries,,1905,96.858185,,
High-income countries,,1906,96.563324,,
High-income countries,,1907,95.98345,,
High-income countries,,1908,95.53856,,
High-income countries,,1909,95.52307,,
High-income countries,,1910,95.57993,28.00493,
High-income countries,,1911,95.34906,,
High-income countries,,1912,95.52899,,
High-income countries,,1913,95.22992,,
High-income countries,,1914,95.00995,,
High-income countries,,1915,95.03229,,
High-income countries,,1916,94.98627,,
High-income countries,,1917,94.907875,,
High-income countries,,1918,95.13831,,
High-income countries,,1919,93.70306,,
High-income countries,,1920,93.50503,27.675676,
High-income countries,,1921,92.1237,,
High-income countries,,1922,92.44791,,
High-income countries,,1923,93.09362,,
High-income countries,,1924,92.75844,,
High-income countries,,1925,93.05726,,
High-income countries,,1926,92.9662,,
High-income countries,,1927,93.408035,,
High-income countries,,1928,93.207405,,
High-income countries,,1929,93.416115,,
High-income countries,,1930,92.63434,27.858147,
High-income countries,,1931,91.87696,,
High-income countries,,1932,90.83455,,
High-income countries,,1933,90.65145,,
High-income countries,,1934,90.10952,,
High-income countries,,1935,89.53724,,
High-income countries,,1936,89.78929,,
High-income countries,,1937,89.7946,,
High-income countries,,1938,89.05019,,
High-income countries,,1939,89.08338,,
High-income countries,,1940,88.92661,27.303104,
High-income countries,,1941,89.383385,,
High-income countries,,1942,90.72957,,
High-income countries,,1943,91.03398,,
High-income countries,,1944,90.224304,,
High-income countries,,1945,89.13373,,
High-income countries,,1946,89.61888,,
High-income countries,,1947,89.649925,,
High-income countries,,1948,89.54454,,
High-income countries,,1949,89.06227,,
High-income countries,,1950,86.28748,27.759838,
High-income countries,,1951,85.66745,27.591393,
High-income countries,,1952,84.69102,27.400396,
High-income countries,,1953,84.593216,27.205421,
High-income countries,,1954,83.626656,27.008545,
High-income countries,,1955,82.79318,26.799023,
High-income countries,,1956,82.366554,26.590286,
High-income countries,,1957,81.137726,26.379032,
High-income countries,,1958,78.07978,26.174606,
High-income countries,,1959,76.18007,26.017647,
High-income countries,,1960,75.704834,25.913504,
High-income countries,,1961,77.457344,25.812681,
High-income countries,,1962,78.52549,25.638954,
High-income countries,,1963,78.73228,25.381159,
High-income countries,,1964,78.60101,25.136915,
High-income countries,,1965,78.053535,24.917645,
High-income countries,,1966,77.52278,24.682777,
High-income countries,,1967,78.01763,24.430216,
High-income countries,,1968,77.67019,24.173824,
High-income countries,,1969,77.35782,23.932745,
High-income countries,,1970,76.543434,23.69466,
High-income countries,,1971,75.48104,23.473898,
High-income countries,,1972,75.4092,23.26185,
High-income countries,,1973,75.111984,23.037277,
High-income countries,,1974,74.45327,22.811651,
High-income countries,,1975,73.23842,22.58595,
High-income countries,,1976,73.48635,22.363094,
High-income countries,,1977,72.80534,22.148232,
High-income countries,,1978,72.00493,21.936216,
High-income countries,,1979,71.8415,21.722538,
High-income countries,,1980,71.381065,21.511105,
High-income countries,,1981,70.86332,21.293211,
High-income countries,,1982,69.51707,21.059637,
High-income countries,,1983,68.8259,20.824627,
High-income countries,,1984,68.531746,20.59241,
High-income countries,,1985,67.61173,20.359951,
High-income countries,,1986,66.801254,20.129633,
High-income countries,,1987,65.87291,19.900558,
High-income countries,,1988,65.42986,19.682169,
High-income countries,,1989,65.47155,19.477009,
High-income countries,,1990,65.97289,19.274446,
High-income countries,,1991,66.07742,19.095974,
High-income countries,,1992,64.40322,18.944216,
